,review,rating,clean_review,sentiment_text
2174,Great product for cheap amount And pretty good delivery serviceREAD MORE,5,great product cheap amount pretty good delivery serviceread,Positive
2175,"bass feels good,design is superb...a little bit tight for adult's head,when using for long hour u gotta feel your years very pain.READ MORE",4,bass feels good design superb little bit tight adult head using long hour u gotta feel years pain read,Positive
2177,I'm a bass lover... Awesome BASS... Thanks to FlipkartREAD MORE,5,bass lover awesome bass thanks flipkartread,Positive
2178,best in class Bluetooth headphones.... totally justify the price.READ MORE,4,best class bluetooth headphones totally justify price read,Positive
2179,Hoping for a good experience :)READ MORE,5,hoping good experience read,Positive
2180,"hey this headphones are best in sound quality bass is fabulous,  I am using regularly this headphones now,  build quality is as well as good,  this is my first experience of headphones so I felt little bit uncomfortable by wearing it first time. I hope this review is usefull to other buyers. thank u.READ MORE",4,hey headphones best sound quality bass fabulous using regularly headphones build quality well good first experience headphones felt little bit uncomfortable wearing first time hope review usefull buyers thank u read,Positive
2181,osm luk but sound quality is not so goodREAD MORE,5,osm luk sound quality goodread,Positive
2182,"There is noise always , ear pain on using more than 30minREAD MORE",1,noise always ear pain using minread,Negative
2183,Good as expected.... I got it by ₹999... GreatREAD MORE,5,good expected got greatread,Positive
2184,good product if Price is 1kREAD MORE,3,good product price kread,Neutral
2185,awesome product. go for itREAD MORE,5,awesome product go itread,Positive
2186,too tight on earREAD MORE,3,tight earread,Neutral
2187,u can buy  elselyREAD MORE,5,u buy elselyread,Positive
2188,Its really awosome and its bass also good😍😍😍😍 also give long battery life i realy luv this thnks flipkart😍😍READ MORE,5,really awosome bass also good also give long battery life realy luv thnks flipkart read,Positive
2190,"I got this product at Rs.1079 . sound quality is super .good noise cancellation, but it tides on ear. moral comparing to other headphones under Rs.1999 its good optionREAD MORE",4,got product rs sound quality super good noise cancellation tides ear moral comparing headphones rs good optionread,Positive
2191,"gud for song,  very tight on head no flexibility for tight or loose and not good for calling voice break and hearing also breakREAD MORE",2,gud song tight head flexibility tight loose good calling voice break hearing also breakread,Negative
2192,sound is too Good no other brand provide this sound in this price range but Bluetooth connectivity is too Bad and it is not comfortable so I give 3 starREAD MORE,3,sound good brand provide sound price range bluetooth connectivity bad comfortable give starread,Neutral
2193,They produce continuous cracked beep sound when used on Bluetooth on low volume or when there is drops in the songs.Headphones are good but are little tight on ears and can become uncomfortable if used for long period of time. Build quality is not that much great. and the AUX cable and usb are of very low quality. I think the Aux cable had been changed bcoz it didn't have boAt branding.READ MORE,2,produce continuous cracked beep sound used bluetooth low volume drops songs headphones good little tight ears become uncomfortable used long period time build quality much great aux cable usb low quality think aux cable changed bcoz boat branding read,Negative
2194,wire not goodREAD MORE,3,wire goodread,Neutral
2195,Awesome headphones.. Got it @979 only...as 100rs cash back from phone pay.. So at this price this is really good headphones..READ MORE,5,awesome headphones got rs cash back phone pay price really good headphones read,Positive
2196,"Pause/Resume,Volume up/down buttons are not functioning from the very first day. Really disappointed with the product.Not expected this type of product from boAt.READ MORE",1,pause resume volume buttons functioning first day really disappointed product expected type product boat read,Negative
2197,Fantastic.. hvy bass with fabulous sound qualityREAD MORE,5,fantastic hvy bass fabulous sound qualityread,Positive
2198,"after listening of 1 hr, pain starts in ear, design is not perfect,  you cannot use it continues,READ MORE",3,listening hr pain starts ear design perfect cannot use continues read,Neutral
2200,good head phoneREAD MORE,5,good head phoneread,Positive
2201,Sound is good..bt Bass is out perform the vocals...sount is not crystal clear...if u hear music a lot..it is for u..bt if u want to use it to hear speech or movie purpose it is not for u..READ MORE,4,sound good bt bass perform vocals sount crystal clear u hear music lot u bt u want use hear speech movie purpose u read,Positive
2202,Excellent headphone..... Go for it...... Absolute it will satisfy you.... About sound..... Listen 3d sound..... It is amazingREAD MORE,5,excellent headphone go absolute satisfy sound listen sound amazingread,Positive
2203,Super earphones at budget range a must buy for gamersREAD MORE,5,super earphones budget range must buy gamersread,Positive
2204,everything is fine but mic quality is not good at the time of callREAD MORE,5,everything fine mic quality good time callread,Positive
2205,Worth buying products 900rs. With discount. Little bit uncomfortable .over all nice bass and sound... Go for it if price below 1000rs.READ MORE,5,worth buying products rs discount little bit uncomfortable nice bass sound go price rs read,Positive
2206,Not so good. With the price range of 1500 it is not so good. Service centre replaced 2 times due to mic problem. Till problem exists. And it is very hard to wear. Sound clarity is satisfactory.READ MORE,2,good price range good service centre replaced times due mic problem till problem exists hard wear sound clarity satisfactory read,Negative
2207,Unfortunately product I ordered was found to be defective. Have initiated the refund process. At least it should have been checked before sending to customer. It was apparent enough to realise sound was cutted in between the song for a long time and even goes blank for longer Time. Try your luck. Bad one for me.READ MORE,1,unfortunately product ordered found defective initiated refund process least checked sending customer apparent enough realise sound cutted song long time even goes blank longer time try luck bad one read,Negative
2208,"Sound quality is awesome, this is the best Bluetooth headphones I ever used, i cant compare with big brands but yes under the 3000 rupees I think this will be the best one, the only issue is this little hard On ears when you use then for long hours may its bcz they are new rest sound quality is amazing, bass is best and music is clearREAD MORE",4,sound quality awesome best bluetooth headphones ever used cant compare big brands yes rupees think best one issue little hard ears use long hours may bcz new rest sound quality amazing bass best music clearread,Positive
2209,Bluetooth connectivity is not so good it's only limit in a room once you'll move out of the room even to door it's starts buzzing and gets disconnected... although everything is fine the calling function is also okREAD MORE,4,bluetooth connectivity good limit room move room even door starts buzzing gets disconnected although everything fine calling function also okread,Positive
2210,sound quality is tooo good.. battery backup is owsm... best product...READ MORE,5,sound quality tooo good battery backup owsm best product read,Positive
2211,sound quality 10/10. bass 10/10. design 6/10.good headphone ...but design is not good for ears ... after 30 minutes ears gonna painingREAD MORE,5,sound quality bass design good headphone design good ears minutes ears gonna painingread,Positive
2212,awesome sound qualityREAD MORE,5,awesome sound qualityread,Positive
2213,"Great headphones, light weight, foldable, excellent bass. Got the deal in 899/-. Totally satisfied with the product.READ MORE",4,great headphones light weight foldable excellent bass got deal totally satisfied product read,Positive
2214,the headphone is amazing but you can see in the picturesthe packaging is so badREAD MORE,3,headphone amazing see picturesthe packaging badread,Neutral
2215,Not goodREAD MORE,1,goodread,Negative
2216,Amazing product at best priceonly on 999READ MORE,5,amazing product best priceonly read,Positive
2217,Excellent product with reasonable price 999 but u can buy beeter than this one at 1987READ MORE,2,excellent product reasonable price u buy beeter one read,Negative
2218,Super qualityAmazing sound & bassThanks FlipkartREAD MORE,5,super qualityamazing sound bassthanks flipkartread,Positive
2219,Nice Product 8 Hour battery back up good sound qualityREAD MORE,5,nice product hour battery back good sound qualityread,Positive
2220,"Good sound quality, powerful bass and battery backup is also good.But calling is bad bcz the mic are bad don't listening otherside and use some hour is good otherwise ears are pain.Over all in this price segment that offer from boat is awesome headphone.READ MORE",4,good sound quality powerful bass battery backup also good calling bad bcz mic bad listening otherside use hour good otherwise ears pain price segment offer boat awesome headphone read,Positive
2221,Sound quality is very good build quality better battery backup betterREAD MORE,5,sound quality good build quality better battery backup betterread,Positive
2222,I am using this headphone for past 3 months. The sound quality is excellent and battery backup is also very good. Haven't noticed any flaws till now. This performance at this price (I got it for Rs 900) is winner winner chicken dinner.READ MORE,5,using headphone past months sound quality excellent battery backup also good noticed flaws till performance price got rs winner winner chicken dinner read,Positive
2223,SuperbREAD MORE,5,superbread,Positive
2224,Not badREAD MORE,1,badread,Negative
2226,Product is good and sound is nice bass also gud nd filpkart service so gud i like itREAD MORE,5,product good sound nice bass also gud nd filpkart service gud like itread,Positive
2227,Good product good no ice cencelationREAD MORE,5,good product good ice cencelationread,Positive
2228,"Build is durable, but not comfortable for prolonged use.Not foldable, so packaging would be tricky without box. Battery life is around 6-7 hr mark. Good thing is it has aux slot if battery dies. Sound is average compared to price point, not great, Compared to my Sony mdr series inear headphones.There are very few which compete with this headphones in price point for wireless options.Had heard about this product from colleague, so went it. Try it at local shops before buying, as with any o...READ MORE",4,build durable comfortable prolonged use foldable packaging would tricky without box battery life around hr mark good thing aux slot battery dies sound average compared price point great compared sony mdr series inear headphones compete headphones price point wireless options heard product colleague went try local shops buying read,Positive
2229,please do bot buy this if u have a large head ur era will hurt a lotREAD MORE,1,please bot buy u large head ur era hurt lotread,Negative
2230,"I have read few review ,where they claim to get it under 799 .How can it get so cheap. I got it for 1299READ MORE",4,read review claim get get cheap got read,Positive
2231,sound quality good but performance not so goodREAD MORE,1,sound quality good performance goodread,Negative
2232,"just download the bass booster app and check the bass then, im sure ur ears wud not able to tolerate it....best hp.READ MORE",5,download bass booster app check bass im sure ur ears wud able tolerate best hp read,Positive
2233,Range of Operating is not greatREAD MORE,4,range operating greatread,Positive
2234,product is good but its too tight for my ears.READ MORE,4,product good tight ears read,Positive
2235,Excellent headphone... Jst loved it!! Music lover just go for it..READ MORE,5,excellent headphone jst loved music lover go read,Positive
2236,"Good for only listening music, while on call  the other person cant hear your voice clearly.READ MORE",3,good listening music call person cant hear voice clearly read,Neutral
2237,"everything is perfect only, it's tight for earsREAD MORE",4,everything perfect tight earsread,Positive
2238,Awesome Quality Of Sound. Highly satisfied with it. Best wireless headphone in mid budget range. 😊READ MORE,5,awesome quality sound highly satisfied best wireless headphone mid budget range read,Positive
2239,And Just Love You ❤️READ MORE,5,love read,Positive
2240,it's  good but after use some time  ear pain.READ MORE,4,good use time ear pain read,Positive
2241,"everything is good except comfort, not for long useREAD MORE",4,everything good except comfort long useread,Positive
2242,"I have bought the blue oneGenerally overall the headphones are good, sound is good and even the bass is good. Has only one small con- it's slightly tight so can't be used for a prolonged time. May last for around 1.5-2hrs after which ears start to acheREAD MORE",4,bought blue onegenerally overall headphones good sound good even bass good one small con slightly tight used prolonged time may last around hrs ears start acheread,Positive
2243,awesome man😍😍READ MORE,5,awesome man read,Positive
2244,Writing this review after 1.5 months of usage..Superb productGood Battery backupGood BassDesign and build is good.Mic is not up to the mark..Also Leather coating on the headphones is geting pealed off after 8 mnths of usageREAD MORE,5,writing review months usage superb productgood battery backupgood bassdesign build good mic mark also leather coating headphones geting pealed mnths usageread,Positive
2245,its really good it fits under the budget of 1200 and sound quality is amazing bass is goodREAD MORE,4,really good fits budget sound quality amazing bass goodread,Positive
2246,very good quality of sound.....mic is also powerfully working.light weight...READ MORE,4,good quality sound mic also powerfully working light weight read,Positive
2247,good product. delivered on time.I could connect with blue tooth with my smart TV. does the job wellREAD MORE,4,good product delivered time could connect blue tooth smart tv job wellread,Positive
2248,really a awsm product I use last 1 week really cool product and look is also very sexy and fast delivery by Flipkart 👍👍👍👍READ MORE,5,really awsm product use last week really cool product look also sexy fast delivery flipkart read,Positive
2249,"Sturdy Look with gud quality of material used, bass is also gud & quality of music output depends on different mobile music profile. Cusion cups are small and it hurts ears after using long hrs, I got it @ Rs 999 so it was Gud for meAfter Day 1 use at gym I found that Bluetooth connectivity is very poor, cusion got wet completely and ear got hurt badly.READ MORE",4,sturdy look gud quality material used bass also gud quality music output depends different mobile music profile cusion cups small hurts ears using long hrs got rs gud meafter day use gym found bluetooth connectivity poor cusion got wet completely ear got hurt badly read,Positive
2250,super bass and good connectivity..!!!READ MORE,5,super bass good connectivity read,Positive
2251,1 no. headsetREAD MORE,5,headsetread,Positive
2252,"Sound quality is good, build quality is good too.The headphones are tight and may cause uncomfort in long duration of use. However, you can loosen them up by regular usageREAD MORE",4,sound quality good build quality good headphones tight may cause uncomfort long duration use however loosen regular usageread,Positive
2253,Osm bass Amazing battery backupREAD MORE,5,osm bass amazing battery backupread,Positive
2254,feels little tightREAD MORE,5,feels little tightread,Positive
2255,I love the bass its amazing u can feel the vibration in ur head 😍 excellent noise cancellationsREAD MORE,5,love bass amazing u feel vibration ur head excellent noise cancellationsread,Positive
2256,"sound quality good.battery awesome.bass good.but the comfort is worst,after 8mint my ear start paining.if your ear made of steel then go for it.my suggestion go with mivi headphone.that is amazing.READ MORE",3,sound quality good battery awesome bass good comfort worst mint ear start paining ear made steel go suggestion go mivi headphone amazing read,Neutral
2257,Valuable for 💰 ..good base ..READ MORE,5,valuable good base read,Positive
2258,Superbb Base but ..but the range is not good battery backup is also very goodREAD MORE,5,superbb base range good battery backup also goodread,Positive
2259,You cannot talk over the call during bluetooth connection. useless mic inbuild in headphone.READ MORE,1,cannot talk call bluetooth connection useless mic inbuild headphone read,Negative
2260,superbREAD MORE,4,superbread,Positive
2261,This headphone sounds good and the bass is also good but it is not fitting properly.feeling uncomfortable afer using for only 25 minutes.sometimes the Bluetooth connection is automatically disconnecting.READ MORE,3,headphone sounds good bass also good fitting properly feeling uncomfortable afer using minutes sometimes bluetooth connection automatically disconnecting read,Neutral
2262,I think this is one of the best one. sound performance superooo superuuuuuREAD MORE,5,think one best one sound performance superooo superuuuuuread,Positive
2263,valid one for budget....I feel a little ear sweat....bass is superb. light weight...strong fyber ....5hours b backupREAD MORE,4,valid one budget feel little ear sweat bass superb light weight strong fyber hours b backupread,Positive
2265,"Awesome , go for itREAD MORE",5,awesome go itread,Positive
2266,betterREAD MORE,3,betterread,Neutral
2267,Base is good high balabnce sound but size of headphone depand on your earREAD MORE,4,base good high balabnce sound size headphone depand earread,Positive
2268,Really Superb Headphones in this Range 😘😘😘👍👍👏👏 superb bass.... this is fantastic for music lovers. 👍READ MORE,5,really superb headphones range superb bass fantastic music lovers read,Positive
2269,it's pros• good built quality• long battery backup• good bass......etccons• it's range was very short• it's microphone is worst if you decided to buy a Bluetooth headset for calls it is not recommended for those people.READ MORE,4,pros good built quality long battery backup good bass etccons range short microphone worst decided buy bluetooth headset calls recommended people read,Positive
2270,goof sound qualityREAD MORE,4,goof sound qualityread,Positive
2271,Smart by ₹999... ???READ MORE,5,smart read,Positive
2272,good product...READ MORE,4,good product read,Positive
2273,"Sound is amazing, especially bass. Sound quality is superb, but can't able to hear even 5 min because the headset is very tight and pressing too heavy over the ear. And gets pain quickly,  so feel discomfort.READ MORE",2,sound amazing especially bass sound quality superb able hear even min headset tight pressing heavy ear gets pain quickly feel discomfort read,Negative
2274,sound quality is good but after using for 30 minutes pain starts in ears. Too much pressure on earsREAD MORE,1,sound quality good using minutes pain starts ears much pressure earsread,Negative
2275,All things about headfone is good..sound BassconnectivityBattery backupchargingLook3 star since NOT comfortable on ears.READ MORE,3,things headfone good sound bassconnectivitybattery backupcharginglook star since comfortable ears read,Neutral
2276,excellentREAD MORE,5,excellentread,Positive
2277,Nice wireless headphones worth for money good battery back upREAD MORE,5,nice wireless headphones worth money good battery back upread,Positive
2278,Excellent buy..... Terrific sound quality.READ MORE,5,excellent buy terrific sound quality read,Positive
2279,This is the  best headphone i ever used at this cost..long lasting battery time and boAt Rockerz u r really rocking... using it for 5 months no complaints and still looks shinyREAD MORE,5,best headphone ever used cost long lasting battery time boat rockerz u r really rocking using months complaints still looks shinyread,Positive
2280,"You cannot expect more than this in this price range. Awesome base, fully vibration base, hard beat drops, awesome noise cancellation. All I ever wanted in a wireless headphone!! if u buy this yiu will not feel regret believe me. Such an awesome product in this price range. Thanks to Boat rockerz & Flipkart.READ MORE",5,cannot expect price range awesome base fully vibration base hard beat drops awesome noise cancellation ever wanted wireless headphone u buy yiu feel regret believe awesome product price range thanks boat rockerz flipkart read,Positive
2281,"Super, nice productREAD MORE",5,super nice productread,Positive
2282,Awesome...I just love it..READ MORE,5,awesome love read,Positive
2283,Excellent brand & connectivity..but sound  cleariaty issue when you are on callREAD MORE,4,excellent brand connectivity sound cleariaty issue callread,Positive
2284,Best headphones..... N best bassREAD MORE,4,best headphones n best bassread,Positive
2285,Moderate... But it hurts the ear. Moreover I am getting a constant sound while playing songs.READ MORE,5,moderate hurts ear moreover getting constant sound playing songs read,Positive
2286,the Product is good but the size of headphones is little less so when you are removing the headphone it is little painfulREAD MORE,5,product good size headphones little less removing headphone little painfulread,Positive
2287,Very nice headphone nice sound and specially what a bassssss balstREAD MORE,5,nice headphone nice sound specially bassssss balstread,Positive
2288,"Got this headphones within the next day and these headphones are also in good condition,clear sound and good base best headphones under this priceREAD MORE",5,got headphones within next day headphones also good condition clear sound good base best headphones priceread,Positive
2289,"Good product, tightness of frame hurts the earREAD MORE",4,good product tightness frame hurts earread,Positive
2290,I had ordered and got a Damaged product.. It was charging but red led was not wotking while charging.. So got replacement..Replacement product is Working fine.. Bass is very high and clear with balance with treble.. Sound is very clear.. In case of comfort you have to compromise that in this price.. The cushion is average..I hate the coverage.. Its got disconnected within 10-12 feet.. I have read the reviews of other users everyone is complaining about the distance.. But I will say this...READ MORE,4,ordered got damaged product charging red led wotking charging got replacement replacement product working fine bass high clear balance treble sound clear case comfort compromise price cushion average hate coverage got disconnected within feet read reviews users everyone complaining distance say read,Positive
2291,All features are gr8.Just some earpain occurs after long useREAD MORE,5,features gr earpain occurs long useread,Positive
2292,Awesome bass and sound quality.I had used many headphones like JBL and Skull Candy but Boat is on an another level.READ MORE,5,awesome bass sound quality used many headphones like jbl skull candy boat another level read,Positive
2293,There isn't any better product in the market for this amazingly cheap price...READ MORE,5,better product market amazingly cheap price read,Positive
2294,"Awesome headphone i have ever seen,Better than sony ,and also in budgetREAD MORE",5,awesome headphone ever seen better sony also budgetread,Positive
2295,Headphones are good but can't use it for too long because it's hard on ears.READ MORE,4,headphones good use long hard ears read,Positive
2296,Superb product....I got it for 699INR. it is worthy to give 1000INR.Battery backup is awesome.Just love it to buy.READ MORE,5,superb product got inr worthy give inr battery backup awesome love buy read,Positive
2298,After use of 10 days your product not working No service centers contact details you have.READ MORE,1,use days product working service centers contact details read,Negative
2299,"Bass9/10Sound clearities 9/10Build quality 7/10Comfortable 8/10Battery life 7/10Inbuilt Mic 5/10In this price range , You can't find a bluetooth headphone better than this.....READ MORE",5,bass sound clearities build quality comfortable battery life inbuilt mic price range find bluetooth headphone better read,Positive
2300,"Very handy and comfortable. I got a very gd deal from Flipkart@1100( offer price).First time I m using wireless headset, and it is working very well.READ MORE",5,handy comfortable got gd deal flipkart offer price first time using wireless headset working well read,Positive
2301,"I'm writing this review after 3 years of usage. This headphone is really good , you can surely go for it but had one con :- The ear cushion's layer gets out after 2.5-3 years of decent usage....so better go for green or blue version.READ MORE",3,writing review years usage headphone really good surely go one con ear cushion layer gets years decent usage better go green blue version read,Neutral
2302,The set is too tight and no one in my family 6 year old girl or 70 year old man can wear for more than 10 to 15 mins. The set is good but not good enough for us to bear the painREAD MORE,1,set tight one family year old girl year old man wear mins set good good enough us bear painread,Negative
2303,Very good headphones at Rs.1099READ MORE,4,good headphones rs read,Positive
2304,Good product little bit tight but the bass and sound quality is awesome. I don't get aux and USB charger cable.i think it is becouse of price of 1099 RS but I have them both so no problem. Nice product and my first buy in Flipkart.Date 23-02-2018- using this product for 4 months. Not having any single issue with this head phones. After 1 month the headphones get loose and not it's fits very good in my head. Battery become little bit lesser but still I can us it quite often.READ MORE,5,good product little bit tight bass sound quality awesome get aux usb charger cable think becouse price rs problem nice product first buy flipkart date using product months single issue head phones month headphones get loose fits good head battery become little bit lesser still us quite often read,Positive
2305,Great Value for money!  Got it for ₹1k on BBD. Sound quality is excellent. Build quality is OK. Battery life is great. Cant ask for more at this price.READ MORE,4,great value money got k bbd sound quality excellent build quality ok battery life great cant ask price read,Positive
2306,Loved the headphone but the piece I got have manufacture defect of its range so I have to return it and place new order for itREAD MORE,4,loved headphone piece got manufacture defect range return place new order itread,Positive
2307,Superb bass quality its too good than my expectationREAD MORE,4,superb bass quality good expectationread,Positive
2308,"Awesome music quality, bass is ultimate. Worth the price and above all very comfortable  as compared to other contemporaries.READ MORE",5,awesome music quality bass ultimate worth price comfortable compared contemporaries read,Positive
2309,"Telling about the headphones,if you are BASE  lover you must buy the headphones.I bought it at 999. It has very good noise cancellation, high base u can fell the vibration . Just the packing n handling of Flipkart was not good else the product is excellent. No other headphone will give you same quality at the same priceREAD MORE",5,telling headphones base lover must buy headphones bought good noise cancellation high base u fell vibration packing n handling flipkart good else product excellent headphone give quality priceread,Positive
2310,Good quality .. light weight ... Ossum Base... It's now boAt experienceREAD MORE,5,good quality light weight ossum base boat experienceread,Positive
2311,Osm Sound superb bassREAD MORE,5,osm sound superb bassread,Positive
2312,Best Bluetooth headphone nice bass quality..READ MORE,3,best bluetooth headphone nice bass quality read,Neutral
2313,Awesome headphone @999Osum bassSound quality too goodREAD MORE,5,awesome headphone osum basssound quality goodread,Positive
2314,Super bass .ear was vibrating by this bass .....ultimate sound effect... once in life by this headphoneREAD MORE,5,super bass ear vibrating bass ultimate sound effect life headphoneread,Positive
2315,"Excellent, nice sound , accurate bass and treble.Worth in this amount and that too wireless.I would strongly agree go for it.READ MORE",5,excellent nice sound accurate bass treble worth amount wireless would strongly agree go read,Positive
2316,At the start sound quality was like very awesome. But within a period of 6-8 months it has started to shown it's original colors. Today there is no bass effect in it and having very very poor quality.Very disappointed with the product.READ MORE,1,start sound quality like awesome within period months started shown original colors today bass effect poor quality disappointed product read,Negative
2317,Lovely products.....READ MORE,5,lovely products read,Positive
2318,Its quite satisfied product.  I m facing just two problems one is that too much pain in ear in just 15-20 mins nd the other is that little bit sound difference in left one.. Otherwise its a good product but not for calling purpose... So I'll give it 4.5 starREAD MORE,4,quite satisfied product facing two problems one much pain ear mins nd little bit sound difference left one otherwise good product calling purpose give starread,Positive
2319,Awesome headset got it for 700inr onlyREAD MORE,5,awesome headset got inr onlyread,Positive
2321,"So this baby lasted for an year and I use it aggressively like 24*7 almost.But a few days back it broke from the plastic end, without any force applied to it. Overall the sound quality & Bluetooth connection is good for the price. It still is functional but after a bit of 'jugaad'.READ MORE",4,baby lasted year use aggressively like almost days back broke plastic end without force applied overall sound quality bluetooth connection good price still functional bit jugaad read,Positive
2322,Sounds good..but plastic was not good..READ MORE,4,sounds good plastic good read,Positive
2323,Very good soundREAD MORE,5,good soundread,Positive
2324,"Worth for 1k price range.. good bass,clear sound and equalised midhighs with a Bluetooth connectivity...2day delivery..im using Lenovo k6note for better audiooutput..i love'n itREAD MORE",4,worth k price range good bass clear sound equalised midhighs bluetooth connectivity day delivery im using lenovo k note better audiooutput love n itread,Positive
2325,Amazing product by boAt...!!! Very good sound effect and bass too...READ MORE,4,amazing product boat good sound effect bass read,Positive
2326,AmazingREAD MORE,5,amazingread,Positive
2328,"It's awesome product, sound quality and battery backup is very nice it last in 8 hours Bluetooth is also having good rangeREAD MORE",4,awesome product sound quality battery backup nice last hours bluetooth also good rangeread,Positive
2329,"5 Star for the product and 3 star for the delivery…About the product? Its awesome, crystal clear sound quality and the bass is very strong…but flipkart has delivered it in 9 days…so 3 star for the delivery…READ MORE",3,star product star delivery product awesome crystal clear sound quality bass strong flipkart delivered days star delivery read,Neutral
2330,Uffff what a headphone man..... Amazing sound quality.... Boat you rock the market.... Feel like past Sony erricson headphoneREAD MORE,5,uffff headphone man amazing sound quality boat rock market feel like past sony erricson headphoneread,Positive
2331,This is a awesome headphone with hd sound.I got this headphone at the Flipkart sale at a rupees of 699.READ MORE,4,awesome headphone hd sound got headphone flipkart sale rupees read,Positive
2332,Very good product.. got for 699!! Awsm Deal!! Love it Flipkart!! ThkuuREAD MORE,4,good product got awsm deal love flipkart thkuuread,Positive
2333,Bass is good. Treble could be better. Good battery backup and very comfy to use.Noise reduction for microphone is impressiveREAD MORE,4,bass good treble could better good battery backup comfy use noise reduction microphone impressiveread,Positive
2334,"""When music hits you, It doesn't hurt but this headphone does.""Quality, design and bass are lovable so its gonna last long but as it is made of metal so its a little tight from the both ends and thats gonna hurts your ears. Unfortunately in Red & black mic doesn't work i think.""If you don't mind that it hurts then this product is just for you."".06Feb2018Boat service is 5/5...READ MORE",5,music hits hurt headphone quality design bass lovable gonna last long made metal little tight ends thats gonna hurts ears unfortunately red black mic work think mind hurts product feb boat service read,Positive
2335,"Sound is good, but the mic is of no use.. Bluetooth connectivity and battery standby time is good. In all a good product if your looking for a bluetooth headset without mic !!READ MORE",5,sound good mic use bluetooth connectivity battery standby time good good product looking bluetooth headset without mic read,Positive
2336,Value for moneyBest price and delivered before timeSound quality is too goodREAD MORE,5,value moneybest price delivered timesound quality goodread,Positive
2337,Just one word for this product...... AWESOME... M LOVING ITREAD MORE,5,one word product awesome loving itread,Positive
2338,Awesome product.. bass effect is awesome. Even mic for receiving the call works well. Got it for 700rs on big 10 sale day.READ MORE,5,awesome product bass effect awesome even mic receiving call works well got rs big sale day read,Positive
2339,Great one. But I received the black oneREAD MORE,5,great one received black oneread,Positive
2340,"Nice,Super, GoodREAD MORE",5,nice super goodread,Positive
2341,Amazing headphonesREAD MORE,5,amazing headphonesread,Positive
2343,awsm product..worth itREAD MORE,5,awsm product worth itread,Positive
2344,Awesome product keep it up.READ MORE,5,awesome product keep read,Positive
2345,Best headphone best sound but not comfortable more than 30 min play music.READ MORE,5,best headphone best sound comfortable min play music read,Positive
2346,Very Cool Product In cheaper price Sound quality is Very Good...READ MORE,5,cool product cheaper price sound quality good read,Positive
2347,"Sound quality is good in this Price range , 8 hbrs of backup and have nice featuresREAD MORE",4,sound quality good price range hbrs backup nice featuresread,Positive
2348,It an super  very goodREAD MORE,5,super goodread,Positive
2349,"After usage of 1 week, here is my review...1) bass is very good, no sound leakage,2)  Bluetooth connection persist for upto 30-35 feet maximum. No problem with walls in between.3) head set ear piece is very tight which is uncomfortable but I'm used to it.4) battery life is very good. I've seen three 2 hour cinemas after a single charge and there is still charge for atleast for 1 hr.READ MORE",5,usage week review bass good sound leakage bluetooth connection persist upto feet maximum problem walls head set ear piece tight uncomfortable used battery life good seen three hour cinemas single charge still charge atleast hr read,Positive
2351,Very good bass....Must buyREAD MORE,5,good bass must buyread,Positive
2352,Nice product I got it in 2 days bass and sound quality is good...READ MORE,5,nice product got days bass sound quality good read,Positive
2353,amezing headfone..sound is very clear n deep bass.its so amezing..its too good ...READ MORE,5,amezing headfone sound clear n deep bass amezing good read,Positive
2354,worst product quality of sound is good but was not working on bluetooth modeREAD MORE,1,worst product quality sound good working bluetooth moderead,Negative
2355,Don't take this product by just seeing it's photo....When u connect it to wireless the sound will stuck such that it will remain same till u get irritated !...I just hate it...I want a new product.... flipkart help me....Soon!READ MORE,1,take product seeing photo u connect wireless sound stuck remain till u get irritated hate want new product flipkart help soon read,Negative
2356,10 days for delivery and that too at 10 Pm??????? While I saw product is out for delivery at 7:50 AM in morning what is ekart doing....aslo I ordered product at 21st september and they processed order at 28th...so they didnt even care for a week....Now to the product :Pros :SUSuperb Bass Blutooth Connectivity (at 999₹)Aux connectivity (beside from blutooth)Cons :Bad design too tight to ears should not buy only for that reason aloneWhile headset it connected to phone and not listeni...READ MORE,1,days delivery pm saw product delivery morning ekart aslo ordered product st september processed order th didnt even care week product pros susuperb bass blutooth connectivity aux connectivity beside blutooth cons bad design tight ears buy reason alonewhile headset connected phone listeni read,Negative
2358,Excellent product...Got it during the sale for 700...The music quality is awesome...The range is good...Mic quality is decent only when battery is full....Battery is better than average...But a bit uncomfortable when used for a long timeREAD MORE,4,excellent product got sale music quality awesome range good mic quality decent battery full battery better average bit uncomfortable used long timeread,Positive
2359,Best wireless headphone in this priceJust-699READ MORE,5,best wireless headphone pricejust read,Positive
2360,Quality not good. With in 2 months battery problem started. It is not getting chargedREAD MORE,1,quality good months battery problem started getting chargedread,Negative
2361,Headphones are very tight. . After use of 10-15 minutes. .  Ear pain starts. Request you all DON'T BUY THIS PRODUCT!DON'T BUY THIS PRODUCT!DON'T BUY THIS PRODUCT!DON'T BUY THIS PRODUCT!DON'T BUY THIS PRODUCT!DON'T BUY THIS PRODUCT!DON'T BUY THIS PRODUCT!DON'T BUY THIS PRODUCT!DON'T BUY THIS PRODUCT!DON'T BUY THIS PRODUCT!READ MORE,2,headphones tight use minutes ear pain starts request buy product buy product buy product buy product buy product buy product buy product buy product buy product buy product read,Negative
2362,"nice. fantastic , premium quality, best price 2000READ MORE",5,nice fantastic premium quality best price read,Positive
